EVENTID  ,REPORTER ,STA  ,LAT     ,LON      ,ELEV   ,CHN,DIST  ,BAZ  ,ISCPHASE,REPPHASE,DATE      ,TIME       ,RES  ,TDEF,AMPLITUDE,PER  ,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,AUTHOR   ,TYPE  ,MAG 
608120221,         ,MK31 , 46.7937,  82.2904,  609.4,S?N,  1.87,218.4,Sg      ,SN      ,2015-12-27,18:40:07.50,  2.5,True,         ,     ,ISC      ,2015-12-27,18:39:05.05, 48.2683,  83.9764, 14.0,ISC      ,MS    , 3.3
608120221,         ,MK31 , 46.7937,  82.2904,  609.4,???,  1.87,218.4,Pg      ,Pn      ,2015-12-27,18:39:40.64, -0.2,True,    198.4, 0.35,ISC      ,2015-12-27,18:39:05.05, 48.2683,  83.9764, 14.0,ISC      ,MS    , 3.3
608120221,         ,MK31 , 46.7937,  82.2904,  609.4,???,  1.87,218.4,Sg      ,Sn      ,2015-12-27,18:40:07.53,  2.5,True,   1227.5, 0.30,ISC      ,2015-12-27,18:39:05.05, 48.2683,  83.9764, 14.0,ISC      ,MS    , 3.3
608120221,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ,  1.87,218.4,Pg      ,Pn      ,2015-12-27,18:39:40.89,  0.0,True,         ,     ,ISC      ,2015-12-27,18:39:05.05, 48.2683,  83.9764, 14.0,ISC      ,MS    , 3.3
608185966,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 79.52, 15.4,P       ,P       ,2015-12-27,21:48:03.72,  0.8,True,         ,     ,ISC      ,2015-12-27,21:35:56.44,-30.4894,  59.9920, 11.0,ISC      ,MS    , 3.7
608120255,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 56.59,325.2,P       ,P       ,2015-12-27,22:26:32.25, -2.0,True,         ,     ,ISC      ,2015-12-27,22:17:01.79,  4.4942, 126.1211,100.0,ISC      ,mb    , 4.3
608185971,         ,MK31 , 46.7937,  82.2904,  609.4,B?Z, 11.21, 35.9,Pn      ,P       ,2015-12-27,23:08:13.50,  2.5,True,         ,     ,ISC      ,2015-12-27,23:05:30.68, 38.0662,  72.7353, 10.0,ISC      ,MS    , 3.5
608185971,         ,MK31 , 46.7937,  82.2904,  609.4,???, 11.21, 35.9,Pn      ,Pn      ,2015-12-27,23:08:13.37,  2.4,True,      2.5, 0.65,ISC      ,2015-12-27,23:05:30.68, 38.0662,  72.7353, 10.0,ISC      ,MS    , 3.5
608185971,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 11.21, 35.9,Pn      ,Pn      ,2015-12-27,23:08:13.41,  2.4,True,         ,     ,ISC      ,2015-12-27,23:05:30.68, 38.0662,  72.7353, 10.0,ISC      ,MS    , 3.5
608120258,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 55.37,324.6,P       ,P       ,2015-12-28,01:40:46.88, -1.3,True,         ,     ,ISC      ,2015-12-28,01:31:19.80,  6.0791, 126.2565, 56.5,ISC      ,MS    , 3.8
608120406,         ,MK31 , 46.7937,  82.2904,  609.4,???, 13.54, 37.1,Pn      ,P       ,2015-12-28,03:34:22.52, -0.2,True,     11.7, 0.80,ISC      ,2015-12-28,03:31:18.77, 36.5323,  70.4269,204.0,ISC      ,mb    , 3.8
608120406,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 13.54, 37.1,Pn      ,        ,2015-12-28,03:34:23.06,  0.3,True,         ,     ,ISC      ,2015-12-28,03:31:18.77, 36.5323,  70.4269,204.0,ISC      ,mb    , 3.8
608165913,         ,MK31 , 46.7937,  82.2904,  609.4,???, 13.79, 33.8,P       ,P       ,2015-12-28,04:57:08.45,  0.4,True,         ,     ,ISC      ,2015-12-28,04:53:52.04, 35.7927,  71.1754,102.0,ISC      ,mb    , 3.3
608165913,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 13.79, 33.8,P       ,P       ,2015-12-28,04:57:08.62,  0.5,True,         ,     ,ISC      ,2015-12-28,04:53:52.04, 35.7927,  71.1754,102.0,ISC      ,mb    , 3.3
608121140,         ,MK31 , 46.7937,  82.2904,  609.4,???,  4.85,348.1,Pn      ,Pn      ,2015-12-28,05:10:43.55,  0.9,True,      0.2, 0.25,ISC      ,2015-12-28,05:09:29.60, 42.0532,  83.7494, 10.0,         ,      ,    
608121140,         ,MK31 , 46.7937,  82.2904,  609.4,???,  4.85,348.1,Pb      ,Pg      ,2015-12-28,05:10:59.00,  4.3,True,      5.2, 0.60,ISC      ,2015-12-28,05:09:29.60, 42.0532,  83.7494, 10.0,         ,      ,    
608120411,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 59.27,307.5,P       ,P       ,2015-12-28,07:18:26.80, -0.5,True,         ,     ,ISC      ,2015-12-28,07:08:30.68, 51.1848, 179.4161, 44.8,ISC      ,MS    , 4.5
608120411,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 59.27,307.5,P       ,P       ,2015-12-28,07:18:26.81, -0.5,True,         ,     ,ISC      ,2015-12-28,07:08:30.68, 51.1848, 179.4161, 44.8,ISC      ,MS    , 4.5
608185988,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 59.37,307.6,P       ,P       ,2015-12-28,07:30:06.72, -1.1,True,         ,     ,ISC      ,2015-12-28,07:20:10.77, 50.9935, 179.3779, 48.0,ISC      ,mb    , 4.0
608186013,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 59.31,307.6,P       ,P       ,2015-12-28,14:36:28.17, -0.6,True,         ,     ,ISC      ,2015-12-28,14:26:32.12, 51.1396, 179.4441, 48.0,ISC      ,mb    , 4.3
608121207,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 80.63,319.0,P       ,P       ,2015-12-28,14:51:40.30,  0.1,True,         ,     ,ISC      ,2015-12-28,14:39:31.82, -5.1852, 152.8276, 43.0,ISC      ,MS    , 4.2
608121207,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 80.63,319.0,P       ,P       ,2015-12-28,14:51:40.28,  0.1,True,         ,     ,ISC      ,2015-12-28,14:39:31.82, -5.1852, 152.8276, 43.0,ISC      ,MS    , 4.2
608186018,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 70.02,322.2,P       ,P       ,2015-12-28,16:03:14.76, -0.4,True,         ,     ,ISC      ,2015-12-28,15:52:05.63, -2.5319, 139.3238, 27.0,ISC      ,mb    , 3.8
608121213,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 64.72,326.8,P       ,P       ,2015-12-28,16:36:36.40, -1.5,True,         ,     ,ISC      ,2015-12-28,16:26:04.05, -3.8777, 128.3367, 43.7,ISC      ,MS    , 4.6
608121213,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 64.72,326.8,P       ,P       ,2015-12-28,16:36:36.38, -1.5,True,         ,     ,ISC      ,2015-12-28,16:26:04.05, -3.8777, 128.3367, 43.7,ISC      ,MS    , 4.6
608126856,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 59.49,325.6,P       ,P       ,2015-12-28,17:41:05.81,  0.2,True,         ,     ,ISC      ,2015-12-28,17:31:14.23,  1.8127, 127.3725,112.0,ISC      ,mb    , 4.5
608121442,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 39.47,315.7,P       ,P       ,2015-12-28,18:42:55.21, -0.1,True,         ,     ,ISC      ,2015-12-28,18:35:28.22, 23.7806, 122.5082, 34.2,ISC      ,MS    , 4.0
608186032,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 13.64, 27.7,Pn      ,P       ,2015-12-29,00:10:13.70, -0.3,True,         ,     ,ISC      ,2015-12-29,00:07:03.27, 35.0250,  73.0989, 50.0,ISC      ,MS    , 3.8
608186032,         ,MK31 , 46.7937,  82.2904,  609.4,???, 13.64, 27.7,Pn      ,P       ,2015-12-29,00:10:14.32,  0.3,True,      3.8, 0.55,ISC      ,2015-12-29,00:07:03.27, 35.0250,  73.0989, 50.0,ISC      ,MS    , 3.8
608186032,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 13.64, 27.7,Pn      ,Pn      ,2015-12-29,00:10:14.20,  0.2,True,         ,     ,ISC      ,2015-12-29,00:07:03.27, 35.0250,  73.0989, 50.0,ISC      ,MS    , 3.8
608167655,         ,MK31 , 46.7937,  82.2904,  609.4,???, 15.03, 39.8,Pn      ,P       ,2015-12-29,00:48:09.52, -2.9,True,      6.5, 0.85,ISC      ,2015-12-29,00:44:42.22, 35.9879,  68.3046, 30.0,ISC      ,MS    , 3.2
608167655,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 15.03, 39.8,Pn      ,        ,2015-12-29,00:48:10.41, -2.0,True,         ,     ,ISC      ,2015-12-29,00:44:42.22, 35.9879,  68.3046, 30.0,ISC      ,MS    , 3.2
611838558,         ,MK31 , 46.7937,  82.2904,  609.4,B?Z, 82.69,318.7,P       ,P       ,2015-12-29,02:04:00.80, -0.7,True,         ,     ,ISC      ,2015-12-29,01:51:42.76, -6.2847, 154.7138, 47.1,ISC      ,MS    , 5.7
608121461,         ,MK31 , 46.7937,  82.2904,  609.4,B?Z, 13.57, 35.7,Pn      ,P       ,2015-12-29,07:18:04.30,  0.2,True,         ,     ,ISC      ,2015-12-29,07:14:59.62, 36.2693,  70.7933,200.0,ISC      ,mb    , 4.4
608121461,         ,MK31 , 46.7937,  82.2904,  609.4,???, 13.57, 35.7,Pn      ,P       ,2015-12-29,07:18:04.35,  0.2,True,     12.8, 0.65,ISC      ,2015-12-29,07:14:59.62, 36.2693,  70.7933,200.0,ISC      ,mb    , 4.4
608121461,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 13.57, 35.7,Pn      ,Pn      ,2015-12-29,07:18:04.39,  0.2,True,         ,     ,ISC      ,2015-12-29,07:14:59.62, 36.2693,  70.7933,200.0,ISC      ,mb    , 4.4
608186050,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 45.85,346.6,P       ,P       ,2015-12-29,07:40:39.97, -0.4,True,         ,     ,ISC      ,2015-12-29,07:32:20.91,  2.4218,  96.3079, 30.0,ISC      ,mb    , 4.3
608167661,         ,MK31 , 46.7937,  82.2904,  609.4,???,  8.88,219.7,Pn      ,Pn      ,2015-12-29,08:12:02.97,  1.9,True,      1.9, 0.80,ISC      ,2015-12-29,08:09:51.61, 53.9361,  90.5300,  0.0,IDC      ,ML    , 2.8
608167661,         ,MK31 , 46.7937,  82.2904,  609.4,???,  8.88,219.7,Sn      ,Sn      ,2015-12-29,08:13:40.78, -0.9,True,      1.8, 0.70,ISC      ,2015-12-29,08:09:51.61, 53.9361,  90.5300,  0.0,IDC      ,ML    , 2.8
608186058,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 66.79,333.5,P       ,P       ,2015-12-29,11:40:13.87,  0.3,True,         ,     ,ISC      ,2015-12-29,11:29:25.53,-11.6294, 119.0017, 35.0,ISC      ,mb    , 4.4
608126860,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 60.69,339.4,P       ,P       ,2015-12-29,12:29:47.96,  0.3,True,         ,     ,ISC      ,2015-12-29,12:19:38.71, -9.3217, 108.8743, 27.0,ISC      ,MS    , 3.8
608186061,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 42.90,298.6,P       ,P       ,2015-12-29,14:03:35.08, -0.1,True,         ,     ,ISC      ,2015-12-29,13:55:37.54, 41.1620, 142.7105, 16.5,ISC      ,mb    , 4.1
608126869,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 45.99, 57.8,P       ,P       ,2015-12-29,14:24:15.50, -2.1,True,         ,     ,ISC      ,2015-12-29,14:15:54.71, 37.5799,  19.9634, 13.0,ISC      ,MS    , 3.4
608126869,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 45.99, 57.8,P       ,P       ,2015-12-29,14:24:15.45, -2.1,True,         ,     ,ISC      ,2015-12-29,14:15:54.71, 37.5799,  19.9634, 13.0,ISC      ,MS    , 3.4
608126870,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 60.71,339.3,P       ,P       ,2015-12-29,15:31:05.09, -0.6,True,         ,     ,ISC      ,2015-12-29,15:20:58.07, -9.3182, 108.9241, 37.2,ISC      ,MS    , 3.7
608126872,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 63.36,336.1,P       ,P       ,2015-12-29,17:48:46.80, -1.2,True,         ,     ,ISC      ,2015-12-29,17:38:21.49,-10.0689, 114.1639, 29.6,ISC      ,MS    , 3.8
608130476,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z,  5.31, 20.4,Pn      ,PN      ,2015-12-29,18:45:18.80,  1.3,True,         ,     ,ISC      ,2015-12-29,18:43:57.22, 41.8436,  79.5931,  3.2,ISC      ,mb    , 3.7
608130476,         ,MK31 , 46.7937,  82.2904,  609.4,S?N,  5.31, 20.4,Sn      ,SN      ,2015-12-29,18:46:19.70,  0.5,True,         ,     ,ISC      ,2015-12-29,18:43:57.22, 41.8436,  79.5931,  3.2,ISC      ,mb    , 3.7
608130476,         ,MK31 , 46.7937,  82.2904,  609.4,???,  5.31, 20.4,Pn      ,Pn      ,2015-12-29,18:45:18.79,  1.3,True,      1.6, 0.25,ISC      ,2015-12-29,18:43:57.22, 41.8436,  79.5931,  3.2,ISC      ,mb    , 3.7
608130476,         ,MK31 , 46.7937,  82.2904,  609.4,???,  5.31, 20.4,Sn      ,Sn      ,2015-12-29,18:46:19.65,  0.5,True,     39.7, 0.55,ISC      ,2015-12-29,18:43:57.22, 41.8436,  79.5931,  3.2,ISC      ,mb    , 3.7
608126875,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 39.53, 66.5,P       ,P       ,2015-12-29,19:03:56.80, -1.1,True,         ,     ,ISC      ,2015-12-29,18:56:27.48, 45.4122,  24.1588, 12.7,ISC      ,MS    , 3.6
608126875,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 39.53, 66.5,P       ,P       ,2015-12-29,19:03:56.77, -1.1,True,         ,     ,ISC      ,2015-12-29,18:56:27.48, 45.4122,  24.1588, 12.7,ISC      ,MS    , 3.6
608130480,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 42.02, 58.0,P       ,P       ,2015-12-29,20:17:10.91,  0.9,True,         ,     ,ISC      ,2015-12-29,20:09:32.94, 36.5660,  26.6141,143.4,ISC      ,mb    , 4.3
608186074,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 40.45,315.6,P       ,P       ,2015-12-29,20:24:51.78, -1.0,True,         ,     ,ISC      ,2015-12-29,20:17:15.81, 23.3887, 123.5985, 20.9,ISC      ,mb    , 4.1
608130488,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ,120.29,307.4,PKPdf   ,PKPdf   ,2015-12-29,23:55:04.18, -1.4,True,         ,     ,ISC      ,2015-12-29,23:36:18.06,-40.5600, 175.9848, 30.9,ISC      ,MS    , 3.7
608186087,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 43.73,298.6,P       ,P       ,2015-12-30,02:36:08.95, -0.8,True,         ,     ,ISC      ,2015-12-30,02:28:08.04, 41.7337, 144.3707, 35.0,ISC      ,mb    , 4.0
608493460,         ,MK31 , 46.7937,  82.2904,  609.4,???,  2.91,354.3,Pn      ,Pn      ,2015-12-30,04:10:21.65,  1.1,True,      0.6, 0.25,ISC      ,2015-12-30,04:09:33.26, 43.9020,  82.7087,  2.1,         ,      ,    
608493460,         ,MK31 , 46.7937,  82.2904,  609.4,???,  2.91,354.3,Pg      ,Pg      ,2015-12-30,04:10:29.92,  1.0,True,      2.5, 0.25,ISC      ,2015-12-30,04:09:33.26, 43.9020,  82.7087,  2.1,         ,      ,    
608130524,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z,  9.72, 32.8,Pn      ,P       ,2015-12-30,05:46:35.20,  0.9,True,         ,     ,ISC      ,2015-12-30,05:44:14.53, 38.8553,  74.6424, 10.0,ISC      ,MS    , 3.4
608130524,         ,MK31 , 46.7937,  82.2904,  609.4,???,  9.72, 32.8,Pn      ,P       ,2015-12-30,05:46:34.76,  0.4,True,      2.7, 0.60,ISC      ,2015-12-30,05:44:14.53, 38.8553,  74.6424, 10.0,ISC      ,MS    , 3.4
608130524,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ,  9.72, 32.8,Pn      ,        ,2015-12-30,05:46:35.24,  0.9,True,         ,     ,ISC      ,2015-12-30,05:44:14.53, 38.8553,  74.6424, 10.0,ISC      ,MS    , 3.4
612413433,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 60.86,315.3,P       ,P       ,2015-12-30,10:27:23.76,  0.3,True,         ,     ,ISC      ,2015-12-30,10:17:26.77, 15.2992, 145.7370,150.0,ISC      ,mb    , 4.0
608130924,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 41.90,319.8,P       ,P       ,2015-12-30,10:54:32.35,  1.2,True,         ,     ,ISC      ,2015-12-30,10:46:43.74, 19.3468, 121.1638, 32.0,ISC      ,MS    , 3.6
608130985,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 43.08,298.9,P       ,P       ,2015-12-30,12:01:46.20,  0.1,True,         ,     ,ISC      ,2015-12-30,11:53:50.95, 40.9061, 142.7844, 47.6,ISC      ,MS    , 3.8
608130985,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 43.08,298.9,P       ,P       ,2015-12-30,12:01:46.15,  0.1,True,         ,     ,ISC      ,2015-12-30,11:53:50.95, 40.9061, 142.7844, 47.6,ISC      ,MS    , 3.8
608130988,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 43.00,304.4,P       ,P       ,2015-12-30,13:05:03.60,  0.7,True,         ,     ,ISC      ,2015-12-30,12:57:35.87, 33.9027, 137.2651,337.9,ISC      ,mb    , 4.4
608130988,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 43.00,304.4,P       ,P       ,2015-12-30,13:05:03.61,  0.7,True,         ,     ,ISC      ,2015-12-30,12:57:35.87, 33.9027, 137.2651,337.9,ISC      ,mb    , 4.4
608186112,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 51.29,343.9,P       ,P       ,2015-12-30,14:08:43.12, -0.3,True,         ,     ,ISC      ,2015-12-30,13:59:44.99, -2.0899, 100.6423, 56.0,ISC      ,mb    , 4.2
608186113,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 82.53,318.6,P       ,P       ,2015-12-30,14:58:49.91,  0.7,True,         ,     ,ISC      ,2015-12-30,14:46:48.76, -5.9668, 154.8267,200.0,ISC      ,mb    , 4.3
608130993,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 44.17,296.6,P       ,P       ,2015-12-30,15:39:37.50, -1.5,True,         ,     ,ISC      ,2015-12-30,15:31:44.49, 44.8950, 147.3184,141.0,ISC      ,mb    , 4.1
608130993,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 44.17,296.6,P       ,P       ,2015-12-30,15:39:37.53, -1.5,True,         ,     ,ISC      ,2015-12-30,15:31:44.49, 44.8950, 147.3184,141.0,ISC      ,mb    , 4.1
608186119,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 79.12,318.9,P       ,P       ,2015-12-30,16:57:51.77,  0.1,True,         ,     ,ISC      ,2015-12-30,16:46:34.78, -3.6871, 152.2276,450.0,ISC      ,mb    , 4.0
608186132,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 41.08,308.9,P       ,P       ,2015-12-30,23:25:41.55,  0.0,True,         ,     ,ISC      ,2015-12-30,23:18:02.11, 29.2416, 130.4295, 43.3,ISC      ,mb    , 4.2
608131220,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 59.07,327.9,P       ,P       ,2015-12-30,23:30:39.76, -1.6,True,         ,     ,ISC      ,2015-12-30,23:20:56.67,  0.0013, 123.8628,147.8,ISC      ,mb    , 4.5
608131225,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 40.83,318.0,P       ,P       ,2015-12-31,01:00:43.38,  1.3,True,         ,     ,ISC      ,2015-12-31,00:53:14.40, 21.3079, 121.8130,141.7,ISC      ,mb    , 4.5
611838560,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 45.15, 56.2,P       ,P       ,2015-12-31,02:51:30.70, -0.0,True,         ,     ,ISC      ,2015-12-31,02:43:14.72, 34.9982,  23.2767, 14.3,ISC      ,mb    , 4.1
611838560,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 45.15, 56.2,P       ,P       ,2015-12-31,02:51:30.73, -0.0,True,         ,     ,ISC      ,2015-12-31,02:43:14.72, 34.9982,  23.2767, 14.3,ISC      ,mb    , 4.1
609821137,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 40.60,347.2,P       ,P       ,2015-12-31,03:31:01.74, -0.4,True,         ,     ,ISC      ,2015-12-31,03:23:24.28,  7.4124,  94.4494, 24.0,ISC      ,MS    , 3.7
608186138,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 24.97, 43.9,P       ,P       ,2015-12-31,03:55:53.42, -1.3,True,         ,     ,ISC      ,2015-12-31,03:50:31.04, 31.0567,  57.0944, 10.0,ISC      ,mb    , 3.9
608169898,         ,MK31 , 46.7937,  82.2904,  609.4,???,  6.75,133.4,Sn      ,Sn      ,2015-12-31,08:50:53.00,  0.2,True,      0.8, 0.55,ISC      ,2015-12-31,08:47:54.99, 51.6634,  75.1551,  0.0,NNC      ,mb    , 3.2
608131542,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 46.84,297.0,P       ,P       ,2015-12-31,09:31:07.90, -2.0,True,         ,     ,ISC      ,2015-12-31,09:22:45.92, 47.2598, 153.3235, 57.1,ISC      ,MS    , 3.8
612128694,         ,MK31 , 46.7937,  82.2904,  609.4,B?Z,121.33,  9.0,PKPdf   ,PKIKP   ,2015-12-31,11:15:47.60, -1.3,True,         ,     ,ISC      ,2015-12-31,10:56:58.79, 11.2757, -86.5331, 32.8,ISC      ,MS    , 5.6
608135359,         ,MK31 , 46.7937,  82.2904,  609.4,???,  5.76,326.6,Sn      ,Sn      ,2015-12-31,16:25:00.67,  1.2,True,      3.2, 0.40,ISC      ,2015-12-31,16:22:27.70, 42.0677,  86.9046, 10.0,ISC      ,mb    , 4.0
608135359,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ,  5.76,326.6,Pn      ,        ,2015-12-31,16:23:55.62,  2.3,True,         ,     ,ISC      ,2015-12-31,16:22:27.70, 42.0677,  86.9046, 10.0,ISC      ,mb    , 4.0
608131750,         ,MK31 , 46.7937,  82.2904,  609.4,???,  8.63, 48.3,Pn      ,Pn      ,2015-12-31,17:41:02.42,  2.7,True,      1.8, 1.00,ISC      ,2015-12-31,17:38:54.15, 41.4051,  72.9104,  4.8,         ,      ,    
608141905,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 43.32,299.9,P       ,P       ,2015-12-31,19:01:14.60, -0.5,True,         ,     ,ISC      ,2015-12-31,18:53:18.29, 39.6290, 142.2132, 51.4,ISC      ,mb    , 4.1
608141905,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 43.32,299.9,P       ,P       ,2015-12-31,19:01:14.63, -0.5,True,         ,     ,ISC      ,2015-12-31,18:53:18.29, 39.6290, 142.2132, 51.4,ISC      ,mb    , 4.1
608131752,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 47.69,306.9,P       ,P       ,2015-12-31,19:16:41.39,  0.1,True,         ,     ,ISC      ,2015-12-31,19:08:04.97, 31.1122, 141.7395, 12.5,ISC      ,MS    , 4.5
610982185,         ,MK31 , 46.7937,  82.2904,  609.4,B?Z,117.85,310.0,PKPdf   ,PKIKP   ,2015-12-31,21:48:19.90, -1.3,True,         ,     ,ISC      ,2015-12-31,21:29:37.12,-30.3990,-177.8768, 24.7,ISC      ,MS    , 4.6
608131760,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 55.38, 11.9,P       ,P       ,2015-12-31,22:00:45.10, -0.3,True,         ,     ,ISC      ,2015-12-31,21:51:11.41, -7.3486,  67.9886, 12.0,ISC      ,MS    , 4.3
608169923,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 12.08, 35.3,Pn      ,Pn      ,2015-12-31,21:56:59.68,  0.2,True,         ,     ,ISC      ,2015-12-31,21:54:13.69, 37.3243,  72.1534,200.0,ISC      ,mb    , 3.6
608131762,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z,  9.20, 46.5,Pn      ,P       ,2015-12-31,22:18:06.70,  1.2,True,         ,     ,ISC      ,2015-12-31,22:15:53.36, 40.8484,  72.5710, 14.7,ISC      ,MS    , 4.2
608131762,         ,MK31 , 46.7937,  82.2904,  609.4,???,  9.20, 46.5,Pn      ,Pn      ,2015-12-31,22:18:06.30,  0.8,True,      8.3, 0.65,ISC      ,2015-12-31,22:15:53.36, 40.8484,  72.5710, 14.7,ISC      ,MS    , 4.2
608131762,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ,  9.20, 46.5,Pn      ,        ,2015-12-31,22:18:06.65,  1.2,True,         ,     ,ISC      ,2015-12-31,22:15:53.36, 40.8484,  72.5710, 14.7,ISC      ,MS    , 4.2
608131763,         ,MK31 , 46.7937,  82.2904,  609.4,B?Z, 62.43,311.3,P       ,P       ,2015-12-31,22:32:34.70, -0.6,True,         ,     ,ISC      ,2015-12-31,22:22:17.11, 51.6233,-173.4783, 43.9,ISC      ,MS    , 4.1
608186185,         ,MK31 , 46.7937,  82.2904,  609.4,S?Z, 36.17,295.1,P       ,P       ,2015-12-31,23:17:49.60, -0.8,True,         ,     ,ISC      ,2015-12-31,23:11:27.66, 42.2522, 133.3573,450.0,ISC      ,mb    , 3.8
608186185,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 36.17,295.1,P       ,P       ,2015-12-31,23:17:49.62, -0.8,True,         ,     ,ISC      ,2015-12-31,23:11:27.66, 42.2522, 133.3573,450.0,ISC      ,mb    , 3.8
608131764,         ,MK31 , 46.7937,  82.2904,  609.4,BHZ, 68.25,326.9,P       ,P       ,2015-12-31,23:50:16.97,  0.2,True,         ,     ,ISC      ,2015-12-31,23:39:27.14, -7.1370, 129.8436,104.0,ISC      ,mb    , 4.5
